id	description	en	local
		Wildlife	野生動物
		Shadow Quality	陰影品質
		Shadow Resolution	陰影解析度
		Light Volume Quality	Light Volume Quality
		SSAO	SSAO
		SSAO Quality	SSAO Quality
		Vehicle Foam	載具泡沫
		Ocean Foam	Ocean Foam
		Tree Quality	Tree Quality
		Monitor Quality	Monitor Quality
		FOV	視野範圍(FOV)
		First Person	第一人稱
		degrees	度
		First Person Vehicle	載具第一人稱
		Third Person	第三人稱
		Windowed	視窗化
		Fullscreen	全螢幕
		None	None
		FXAA	FXAA
		TAA	TAA
		Disabled	禁用
		Enabled	啟用
		Low	低	
		Medium	中
		High	高
		Ultra	超高
		AUDIO	音效
		VOLUME	音量
		Master	主音量
		Sounds	音效
		Environment	環境音效
		Music	音樂
		CONTROLS	控制
		MOUSE	滑鼠
		Invert Y	反轉 Y
		Invert X	反轉 X
		Sensitivity	靈敏度
		Aspect	反應乘數
		Smoothing	滑鼠平滑
		Vehicle Camera Mode	載具相機模式
		Fixed Yaw	固定偏航軸
		Fixed	固定
		Free	自由
		GENERAL	一般
		HUD	HUD
		Objectives	目標
		Clock	時鐘
		Minimap	小地圖
		Player Names	玩家名稱
		New Chat Messages	New Chat Messages
		Keybind Hints	Keybind Hints
		Tooltip Detail	Tooltip Detail
		Show	顯示		
		Hide	隱藏
		Graphics	圖像
		Audio	音效
		Controls	控制
		General	一般
		Language	語言
		AVAILABLE LANGUAGES	可用的語言
		LANGUAGE	語言
		Language settings can only be changed from the main menu.	語言設置只能從主選單更改.
		New Translation	新增翻譯
		NEW TRANSLATION	新增翻譯
		Language name	語言名稱
		One or more translations are incomplete	一個或多個翻譯不完整
		Official	官方
		Workshop	工作坊
		CHANGE LANGUAGE	選擇語言
		UPLOAD TRANSLATION	上傳翻譯
		UPDATE TRANSLATION	更新翻譯
		Upload Translation	上傳翻譯
		Update Translation	更新翻譯
		Are you sure you want to upload this translation to the Steam Workshop?	您確定要將此翻譯上傳至Steam 工作坊?
		Are you sure you want to update this translation on the Steam Workshop?\n\nAny players who have subscribed to your translation will receive your changes.	您確定要將此翻譯更新至Steam 工作坊?\n\n所有有訂閱您的翻譯的玩家將會收到更新.
		You must provide a full translation in order to upload to the Steam workshop.	您必須提供完整的翻譯才能上傳到Steam 工作坊.
		Are you sure you want to change your selected language? This may take a few seconds.	您確定要更改所選的語言嗎? 需等待幾秒鐘.
		(settings must be saved for some changes to take effect)	(必須儲存設置才能使更改生效)
		Your translation has failed to upload to the Steam workshop.	您的翻譯未能上傳到Steam 工作坊.
		Your translation was successfully uploaded to the Steam workshop.	您的翻譯已成功上傳到Steam 工作坊.
		TRANSLATION UPLOAD COMPLETE	翻譯上傳完成
		Back	返回
		Apply/Save	套用/儲存		
		Reset	重設
		RESET TO DEFAULTS	重設為預設值
		Are you sure you want to reset to defaults?	Are you sure you want to reset to defaults?
		CLEAR BINDING	清除綁定
		Are you sure you want to clear this binding?	Are you sure you want to clear this binding?
		The resolution in the persistent graphics settings is not available. Defaulting to the current resolution.	The resolution in the persistent graphics settings is not available. Defaulting to the current resolution.
		Are you sure you want to clear the binding for ###?	Are you sure you want to clear the binding for ###?
		Are you sure you want to reset your graphics settings to their defaults?	Are you sure you want to reset your graphics settings to their defaults?
		Are you sure you want to reset your audio settings to their defaults?	Are you sure you want to reset your audio settings to their defaults?
		Are you sure you want to reset your controls settings to their defaults?	Are you sure you want to reset your controls settings to their defaults?
		Are you sure you want to reset your general settings to their defaults?	Are you sure you want to reset your general settings to their defaults?
		Are you sure you want to reset your language settings to their defaults? This may take a few seconds.	Are you sure you want to reset your language settings to their defaults? This may take a few seconds.
		Report a Bug	回報錯誤
		Suggest a Feature	建議功能
		Join us on Discord	加入 Discord
		Steam Workshop	Steam 工作坊
		Video Tutorials	影片教學
		Continue	繼續遊戲
		Load Game	載入遊戲
		Multiplayer	多人連線
		Benchmark	Benchmark
		Settings	設定
		Quit	離開遊戲
		Stormworks' multiplayer is currently in an early alpha stage of testing. It will contain bugs and is not yet feature complete.	Stormworks' multiplayer is currently in an early alpha stage of testing. It will contain bugs and is not yet feature complete.
		Server Name	伺服器名稱
		Join	加入
		Internet	網路
		Join another player's server. Games hosted by your Steam friends are listed below. You can also join a Steam friend by clicking them in your friends list and choosing 'Join Game'.	Join another player's server. Games hosted by your Steam friends are listed below. You can also join a Steam friend by clicking them in your friends list and choosing 'Join Game'.
		Join a Dedicated server run through Steam. Dedicated servers found by Valve's API will show up here.	Join a Dedicated server run through Steam. Dedicated servers found by Valve's API will show up here.
		Friends	好友		
		Refresh List	刷新列表
		Host a server that your Steam friends can join. Up to 32 friends will be able to join you.	Host a server that your Steam friends can join. Up to 32 friends will be able to join you.
		Requires Password	是否需要密碼
		Password	密碼
		Max Players	最大玩家數
		Host	Host
		Submit	提交
		CHOOSE BASE	選擇基地
		DELETE SAVE	刪除儲存
		Are you sure you want to delete this game?	Are you sure you want to delete this game?
		COMPONENT STOCK	COMPONENT STOCK
		CASH REWARD	現金獎勵
		RESEARCH POINTS	研究點數
		Mission Failed	任務失敗
		Mission Complete	任務完成
		Remove Mission	刪除任務
		Toggle Active	切換啟用
		MISSIONS	任務
		Mission Selector	任務選擇
		No missions	沒有任務
		Official	官方
		Saved	已儲存
		Workshop	工作坊
		Your saved addons.	Your saved addons.
		Addons you've subscribed to on the Steam Workshop.	Addons you've subscribed to on the Steam Workshop.
		Official addons created by the Stormworks Devs.	Official addons created by the Stormworks Devs.	
		no objectives	沒有任和目標
		1 objective	1個目標
		requirements	要求
		UPLOAD NEW ADDON	UPLOAD NEW ADDON
		Share your addon with other players on the Steam Workshop.	Share your addon with other players on the Steam Workshop.
		Addon	Addon
		Addon Name	Addon Name
		Test Location	Test Location
		Enabled Addons	Enabled Addons
		Edit Addon Lua	Edit Addon Lua
		Toggle All	選取全部
		OVERWRITE EXISTING ADDON	OVERWRITE EXISTING ADDON
		Overwrite your addon and publish your changes to the Steam Workshop.	Overwrite your addon and publish your changes to the Steam Workshop.
		Loading...	載入中...
		EXIT	離開
		Exit the editor.	離開編輯器.
		NEW	新增
		Create a new addon.	Create a new addon.	
		LOAD	讀取檔案		
		Load a saved addon.	Load a saved addon.
		SAVE	儲存
		Save the currently edited addon.	Save the currently edited addon.
		ADDON OVERVIEW	ADDON OVERVIEW
		View the currently edited addon.	View the currently edited addon.
		LOCATION EDITOR	位置編輯
		Edit the current addon's locations.	Edit the current addon's locations.	
		View the currently edited addon.	View the currently edited addon.
		ADD CHARACTER	添加文字
		You can customise outfits and whether this character is a survivor or NPC in the properties window. Survivors will follow you and can be picked up, but NPCs can not be interacted with.	You can customise outfits and whether this character is a survivor or NPC in the properties window. Survivors will follow you and can be picked up, but NPCs can not be interacted with.
		ADD OBJECT	添加物鍵
		Objects can be picked up, thrown and moved around by the player. They can be used for delivery missions or just as decoration. You can customise the object type in the properties window.	Objects can be picked up, thrown and moved around by the player. They can be used for delivery missions or just as decoration. You can customise the object type in the properties window.
		ADD ZONE	添加區域
		ADD ENV MOD ZONE	ADD ENV MOD ZONE
		Env Mod Zones are persistent zones, they can be used to set up advanced mission behaviour at specific world locations and can be manipulated from addon Lua. These zones can be accessed globally by any addon script with functions getZones() and isInZone().	Env Mod Zones are persistent zones, they can be used to set up advanced mission behaviour at specific world locations and can be manipulated from addon Lua. These zones can be accessed globally by any addon script with functions getZones() and isInZone().
		Zones are used to specify a location, these zones are local to a addon and can be accessed like any other local component through getLocationObjectData(). Mission Zones are generally more appropriate for constructing procedural style missions.	Zones are used to specify a location, these zones are local to a addon and can be accessed like any other local component through getLocationObjectData(). Mission Zones are generally more appropriate for constructing procedural style missions.
		ADD VEHICLE	添加載具
		You can set a vehicle to be static in the properties window. Static vehicles are fixed in place, making them useful for adding buildings or cranes to missions.	You can set a vehicle to be static in the properties window. Static vehicles are fixed in place, making them useful for adding buildings or cranes to missions.
		ADD VEHICLE BUTTON	添加載具按鈕
		Vehicle buttons allow your mission to interact with a named button on a vehicle. You must parent the button to a vehicle, and set the 'button display name' in the properties window to be the name of a button on the parent vehicle.	Vehicle buttons allow your mission to interact with a named button on a vehicle. You must parent the button to a vehicle, and set the 'button display name' in the properties window to be the name of a button on the parent vehicle.
		ADD FLARE	ADD FLARE
		Flares emit a plume of coloured smoke that can be used to get the player's attention in an emergency situation. The colour of the flare can be customised in the properties window.	Flares emit a plume of coloured smoke that can be used to get the player's attention in an emergency situation. The colour of the flare can be customised in the properties window.
		ADD FIRE	添加火災
		Fires can be extinguished using water cannons and will spread to other nearby fires. The size of the fire and whether or not it is initially lit can be customised in the properties window.	Fires can be extinguished using water cannons and will spread to other nearby fires. The size of the fire and whether or not it is initially lit can be customised in the properties window.
		ADD LOOT	ADD LOOT
		Loot boxes allow you to hide additional rewards in your missions. Each one will give the player a random reward with a value between $6000 and $10000.	Loot boxes allow you to hide additional rewards in your missions. Each one will give the player a random reward with a value between $6000 and $10000.
		ADD ANIMAL	ADD ANIMAL
